Brand,Name,Audience score,Price,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain
Salomon,Aero Glide 3,"92
 Superb!",$160,Daily running,Neutral,8.7 oz / 248g 8.6 oz / 245g,1,10.3 mm 8.0 mm,Heel,Slightly large,Balanced,Bad,Decent,Decent,Moderate,Narrow,Narrow,Moderate,Stiff,Flexible,0,0,42.2 mm 40.0 mm,31.9 mm 32.0 mm,Normal,1,All seasons,1,#9 Top 3%,#110 Top 31%,,
Nike,Air Winflo 9,"85
 Good!",$100,Daily running,Neutral,9.8 oz / 279g 9.9 oz / 280g,0,10.8 mm 10.0 mm,Heel,True to size,Soft,Decent,-,-,Moderate,Narrow,Medium,Stiff,Moderate,Stiff,0,0,35.0 mm,24.2 mm,Normal,1,All seasons,1,#430 Bottom 33%,#555 Bottom 13%,,
Nike,Air Zoom Pegasus 38,"87
 Great!",$120,Daily running,Neutral,10.3 oz / 291g 10 oz / 283g,0,8.7 mm 10.0 mm,HeelMid/forefoot,True to size,-,-,-,-,Moderate,Medium,-,Stiff,Flexible,Moderate,0,0,31.8 mm 27.5 mm,23.1 mm 17.5 mm,NormalWide,1,All seasons,1,#298 Top 47%,#232 Top 36%,,
Nike,Air Zoom Pegasus 38 FlyEase,"77
 Decent!",$120,Daily running,Neutral,9.7 oz / 275g 9.2 oz / 260g,0,8.7 mm,HeelMid/forefoot,-,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,31.8 mm,23.1 mm,NormalX-Wide,0,-,0,#613 Bottom 4%,#521 Bottom 19%,,
Nike,Air Zoom Pegasus 39,"87
 Great!",$130,Daily running,Neutral,9.3 oz / 264g 9.2 oz / 261g,0,8.0 mm 10.0 mm,HeelMid/forefoot,True to size,Soft,-,-,-,Moderate,Narrow,-,Stiff,Flexible,Moderate,0,0,30.3 mm 33.0 mm,22.3 mm 23.0 mm,NormalX-Wide,1,All seasons,1,#289 Top 45%,#150 Top 24%,,
NOBULL,Allday Knit,"87
 Great!",$159,Daily running,Neutral,10.6 oz / 301g 10.6 oz / 300g,0,12.0 mm 10.0 mm,Heel,-,Firm,-,-,-,Moderate,Narrow,-,Stiff,Moderate,Flexible,0,0,31.8 mm,19.8 mm,Normal,1,All seasons,1,#154 Top 43%,#284 Bottom 22%,,
NOBULL,Allday Knit,"87
 Great!",$159,Daily running,Neutral,10.6 oz / 301g 10.6 oz / 300g,0,12.0 mm 10.0 mm,Heel,-,Firm,-,-,-,Moderate,Narrow,-,Stiff,Moderate,Flexible,0,0,31.8 mm,19.8 mm,Normal,1,All seasons,1,#157 Top 43%,#285 Bottom 22%,,
NOBULL,Allday Ripstop,"61
 Bad!",$139,Daily running,Neutral,10.5 oz / 297g 10.5 oz / 298g,0,11.4 mm,Heel,True to size,Balanced,-,-,-,Moderate,Narrow,-,Stiff,Moderate,Flexible,0,0,31.3 mm,19.9 mm,Normal,1,All seasons,1,#365 Bottom 1%,#299 Bottom 18%,,
Adidas,Alphabounce+,"80
 Good!",$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,0,11.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Narrow,Stiff,Stiff,Moderate,0,0,37.7 mm 20.0 mm,26.2 mm 10.0 mm,Normal,1,All seasons,1,#300 Bottom 17%,#202 Bottom 44%,,
Adidas,Alphabounce+,"80
 Good!",$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,0,11.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Narrow,Stiff,Stiff,Moderate,0,0,37.7 mm 20.0 mm,26.2 mm 10.0 mm,Normal,1,All seasons,1,#301 Bottom 17%,#202 Bottom 44%,,
Adidas,Alphabounce+,"80
 Good!",$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,0,11.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Narrow,Stiff,Stiff,Moderate,0,0,37.7 mm 20.0 mm,26.2 mm 10.0 mm,Normal,1,All seasons,1,#300 Bottom 18%,#202 Bottom 44%,,
Adidas,Alphabounce+,"80
 Good!",$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,0,11.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Narrow,Stiff,Stiff,Moderate,0,0,37.7 mm 20.0 mm,26.2 mm 10.0 mm,Normal,1,All seasons,1,#299 Bottom 18%,#202 Bottom 44%,,
Adidas,Alphabounce+,"80
 Good!",$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,0,11.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Narrow,Stiff,Stiff,Moderate,0,0,37.7 mm 20.0 mm,26.2 mm 10.0 mm,Normal,1,All seasons,1,#299 Bottom 18%,#202 Bottom 44%,,
Adidas,Alphabounce+,"80
 Good!",$100,Daily running,Neutral,12 oz / 340g 12.5 oz / 354g,0,11.5 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,Good,Moderate,Medium,Narrow,Stiff,Stiff,Moderate,0,0,37.7 mm 20.0 mm,26.2 mm 10.0 mm,Normal,1,All seasons,1,#299 Bottom 18%,#202 Bottom 44%,,
Nike,Alphafly 2,"84
 Good!",$275,Competition,Neutral,8.5 oz / 240g 8.6 oz / 243g,1,4.7 mm 8.0 mm,Mid/forefoot,Slightly small,Soft,Good,-,-,Breathable,Narrow,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,38.6 mm 40.0 mm,33.9 mm 32.0 mm,Normal,0,SummerAll seasons,0,#445 Bottom 31%,#216 Top 34%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#131 Top 36%,#20 Top 6%,,Road
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#131 Top 36%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#131 Top 36%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#124 Top 34%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#124 Top 34%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#124 Top 34%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#124 Top 34%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#124 Top 34%,#20 Top 6%,,
Nike,Alphafly 3,"88
 Great!",$285,Competition,Neutral,7.1 oz / 201g 7 oz / 198g,1,8.5 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Bad,Good,Bad,Breathable,Medium,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.1 mm 40.0 mm,29.6 mm 32.0 mm,Normal,0,SummerAll seasons,0,#124 Top 34%,#20 Top 6%,,
Brooks,Anthem 4,"81
 Good!",$85,Daily running,Neutral,8.6 oz / 245g,1,11.1 mm 10.0 mm,Heel,-,-,-,-,-,Moderate,Narrow,-,Stiff,Flexible,Stiff,0,0,32.5 mm,21.4 mm,Normal,1,All seasons,1,#298 Bottom 18%,#289 Bottom 21%,,
Hoka,Arahi 7,"82
 Good!",$145,Daily running,Stability,9.4 oz / 266g 9.6 oz / 272g,0,6.3 mm 5.0 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Stiff,Stiff,0,1,34.2 mm 34.0 mm,27.9 mm 29.0 mm,NarrowNormalWide,1,All seasons,1,#527 Bottom 18%,#34 Top 6%,,
HOKA,Arahi 8,"85
 Good!",$150,Daily running,Stability,9.1 oz / 259g 9 oz / 256g,0,11.3 mm 8.0 mm,Heel,True to size,Soft,Good,Good,Good,Warm,Medium,Medium,Stiff,Stiff,Moderate,0,1,39.4 mm 39.0 mm,28.1 mm 31.0 mm,NormalWideX-Wide,1,All seasons,1,#213 Bottom 41%,#29 Top 8%,,
HOKA,Arahi 8,"85
 Good!",$150,Daily running,Stability,9.1 oz / 259g 9 oz / 256g,0,11.3 mm 8.0 mm,Heel,True to size,Soft,Good,Good,Good,Warm,Medium,Medium,Stiff,Stiff,Moderate,0,1,39.4 mm 39.0 mm,28.1 mm 31.0 mm,NormalWideX-Wide,1,All seasons,1,#213 Bottom 41%,#29 Top 8%,,
Topo,Atmos,"90
 Superb!",$160,Daily running,Neutral,9.7 oz / 275g 9.7 oz / 275g,0,5.3 mm 5.0 mm,Mid/forefoot,True to size,Balanced,Decent,Good,Good,Moderate,Wide,Wide,Moderate,Stiff,Stiff,0,0,37.8 mm 38.0 mm,32.5 mm 33.0 mm,NormalWide,1,All seasons,1,#40 Top 11%,#152 Top 42%,,
Topo,Atmos,"90
 Superb!",$160,Daily running,Neutral,9.7 oz / 275g 9.7 oz / 275g,0,5.3 mm 5.0 mm,Mid/forefoot,True to size,Balanced,Decent,Good,Good,Moderate,Wide,Wide,Moderate,Stiff,Stiff,0,0,37.8 mm 38.0 mm,32.5 mm 33.0 mm,NormalWide,1,All seasons,1,#40 Top 11%,#152 Top 42%,,
Diadora,Atomo Star,"88
 Great!",$240,Daily running,Neutral,9.5 oz / 268g 9.7 oz / 275g,0,7.8 mm 6.0 mm,Mid/forefoot,-,Soft,Decent,Bad,Good,Moderate,Narrow,Narrow,Moderate,Stiff,Stiff,0,1,39.9 mm 40.0 mm,32.1 mm 34.0 mm,Normal,1,All seasons,1,#118 Top 33%,#311 Bottom 14%,,
Brooks,Aurora-BL,"90
 Superb!",$200,Daily running,Neutral,8.7 oz / 247g 8.5 oz / 240g,1,8.7 mm 6.0 mm,HeelMid/forefoot,Slightly large,Soft,Bad,Bad,Good,Moderate,Narrow,Medium,Stiff,Flexible,Moderate,0,1,37.0 mm 37.0 mm,28.3 mm 31.0 mm,Normal,1,All seasons,1,#60 Top 17%,#235 Bottom 35%,,
Saucony,Axon,"87
 Great!",$100,Daily runningTempo,Neutral,9.9 oz / 281g 9.3 oz / 264g,0,5.5 mm 4.0 mm,Mid/forefoot,True to size,-,-,-,-,-,Medium,-,-,Moderate,-,0,1,35.3 mm 35.0 mm,29.8 mm 31.0 mm,Normal,1,-,1,#338 Bottom 47%,#600 Bottom 6%,,
Saucony,Axon 2,"89
 Great!",$100,Daily runningTempo,Neutral,9.9 oz / 282g 9.6 oz / 272g,0,7.8 mm 4.0 mm,Mid/forefoot,Half size small,Balanced,Bad,-,-,Moderate,Narrow,Narrow,Stiff,Stiff,Stiff,0,1,35.3 mm 35.0 mm,27.5 mm 31.0 mm,Normal,1,All seasons,1,#189 Top 30%,#582 Bottom 9%,,
Saucony,Axon 3,"89
 Great!",$100,Daily runningTempo,Neutral,8.6 oz / 244g 8.5 oz / 241g,1,5.7 mm 4.0 mm,Mid/forefoot,True to size,Soft,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,0,1,33.6 mm 35.0 mm,27.9 mm 31.0 mm,Normal,1,All seasons,1,#115 Top 32%,#284 Bottom 22%,,
Brooks,Beast GTS 23,"85
 Good!",$160,Daily running,Stability,12.4 oz / 352g 11.9 oz / 337g,0,11.9 mm 12.0 mm,Heel,True to size,Balanced,Decent,Decent,Good,Moderate,Medium,Medium,Stiff,Stiff,Stiff,0,0,36.4 mm,24.5 mm,NormalWideX-Wide,1,All seasons,1,#405 Bottom 37%,#339 Bottom 47%,,
Brooks,Beast GTS 24,"86
 Good!",$160,Daily running,Stability,12.6 oz / 357g 12.6 oz / 357g,0,12.7 mm 12.0 mm,Heel,Slightly small,Firm,Decent,Decent,Good,Warm,Medium,Medium,Moderate,Stiff,Stiff,0,0,38.5 mm 36.0 mm,25.8 mm 24.0 mm,NormalWideX-Wide,1,All seasons,1,#187 Bottom 48%,#98 Top 27%,,
Hoka,Bondi 8,"84
 Good!",$165,Daily running,Neutral,11 oz / 311g 11 oz / 311g,0,6.2 mm 4.0 mm,Mid/forefoot,True to size,Soft,-,-,-,Moderate,Narrow,Narrow,Stiff,Stiff,Moderate,0,1,36.2 mm 39.0 mm,30.0 mm 35.0 mm,NormalWideX-Wide,1,All seasons,1,#458 Bottom 28%,#11 Top 2%,,
Hoka,Bondi 9,"90
 Superb!",$170,Daily running,Neutral,10.7 oz / 303g 10.5 oz / 297g,0,9.1 mm 5.0 mm,HeelMid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,41.3 mm 43.0 mm,32.2 mm 38.0 mm,NormalWideX-Wide,1,All seasons,1,#43 Top 12%,#1 Top 1%,,
Hoka,Bondi 9,"90
 Superb!",$170,Daily running,Neutral,10.7 oz / 303g 10.5 oz / 297g,0,9.1 mm 5.0 mm,HeelMid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,41.3 mm 43.0 mm,32.2 mm 38.0 mm,NormalWideX-Wide,1,All seasons,1,#42 Top 12%,#1 Top 1%,,
Hoka,Bondi 9,"90
 Superb!",$170,Daily running,Neutral,10.7 oz / 303g 10.5 oz / 297g,0,9.1 mm 5.0 mm,HeelMid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,41.3 mm 43.0 mm,32.2 mm 38.0 mm,NormalWideX-Wide,1,All seasons,1,#42 Top 12%,#1 Top 1%,,
Diadora,Cellula,"87
 Great!",$170,Daily running,Neutral,9.8 oz / 278g 9.9 oz / 280g,0,7.2 mm 5.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Good,Good,Moderate,Narrow,Medium,Stiff,Stiff,Stiff,0,0,41.9 mm 38.0 mm,34.7 mm 33.0 mm,Normal,1,All seasons,1,#144 Top 40%,#290 Bottom 20%,,
Diadora,Cellula,"87
 Great!",$170,Daily running,Neutral,9.8 oz / 278g 9.9 oz / 280g,0,7.2 mm 5.0 mm,Mid/forefoot,Slightly small,Soft,Decent,Good,Good,Moderate,Narrow,Medium,Stiff,Stiff,Stiff,0,0,41.9 mm 38.0 mm,34.7 mm 33.0 mm,Normal,1,All seasons,1,#144 Top 40%,#290 Bottom 20%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#287 Bottom 21%,#99 Top 27%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#287 Bottom 21%,#99 Top 27%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#287 Bottom 21%,#99 Top 27%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#287 Bottom 21%,#99 Top 27%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#287 Bottom 21%,#99 Top 28%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#287 Bottom 21%,#99 Top 28%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#286 Bottom 21%,#99 Top 28%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#286 Bottom 21%,#99 Top 28%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#286 Bottom 21%,#99 Top 28%,,
Under Armour,Charged Assert 10,"81
 Good!",$75,Daily running,Neutral,10.5 oz / 298g 9.9 oz / 280g,0,9.4 mm 10.0 mm,HeelMid/forefoot,Slightly small,Firm,Bad,Bad,-,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.0 mm,22.6 mm,NormalWideX-Wide,1,All seasons,1,#286 Bottom 21%,#99 Top 28%,,
Under Armour,Charged Assert 9,"84
 Good!",$70,Daily running,Neutral,10.2 oz / 290g 9.9 oz / 281g,0,10.9 mm 10.0 mm,Heel,True to size,Balanced,Bad,Bad,-,Moderate,Medium,Medium,Stiff,Flexible,Flexible,0,0,34.0 mm,23.1 mm,NarrowNormalWideX-Wide,1,All seasons,1,#456 Bottom 29%,#264 Top 41%,,
Under Armour,Charged Pursuit 3,"79
 Good!",$70,Daily running,Neutral,9.3 oz / 264g 10 oz / 283g,0,9.6 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Bad,Decent,Moderate,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.8 mm 30.0 mm,21.2 mm 22.0 mm,NormalX-Wide,1,All seasons,1,#321 Bottom 12%,#265 Bottom 27%,,
Under Armour,Charged Pursuit 3,"79
 Good!",$70,Daily running,Neutral,9.3 oz / 264g 10 oz / 283g,0,9.6 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Bad,Decent,Moderate,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.8 mm 30.0 mm,21.2 mm 22.0 mm,NormalX-Wide,1,All seasons,1,#321 Bottom 12%,#265 Bottom 27%,,
Under Armour,Charged Pursuit 3,"79
 Good!",$70,Daily running,Neutral,9.3 oz / 264g 10 oz / 283g,0,9.6 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Bad,Decent,Moderate,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.8 mm 30.0 mm,21.2 mm 22.0 mm,NormalX-Wide,1,All seasons,1,#320 Bottom 12%,#265 Bottom 27%,,
Under Armour,Charged Pursuit 3,"79
 Good!",$70,Daily running,Neutral,9.3 oz / 264g 10 oz / 283g,0,9.6 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Bad,Decent,Moderate,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.8 mm 30.0 mm,21.2 mm 22.0 mm,NormalX-Wide,1,All seasons,1,#319 Bottom 12%,#265 Bottom 27%,,
Under Armour,Charged Pursuit 3,"79
 Good!",$70,Daily running,Neutral,9.3 oz / 264g 10 oz / 283g,0,9.6 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Bad,Decent,Moderate,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.8 mm 30.0 mm,21.2 mm 22.0 mm,NormalX-Wide,1,All seasons,1,#319 Bottom 12%,#265 Bottom 27%,,
Under Armour,Charged Pursuit 3,"79
 Good!",$70,Daily running,Neutral,9.3 oz / 264g 10 oz / 283g,0,9.6 mm 8.0 mm,HeelMid/forefoot,Slightly small,Balanced,Decent,Bad,Decent,Moderate,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.8 mm 30.0 mm,21.2 mm 22.0 mm,NormalX-Wide,1,All seasons,1,#319 Bottom 12%,#265 Bottom 27%,,
HOKA,Cielo X1 2.0,"89
 Great!",$275,CompetitionTempo,Neutral,7.3 oz / 208g 7.4 oz / 210g,1,10.7 mm 7.0 mm,Heel,True to size,Soft,Bad,Bad,Decent,Breathable,Narrow,Medium,Stiff,Stiff,Flexible,Carbon plate,1,38.8 mm 46.0 mm,28.1 mm 39.0 mm,Normal,1,SummerAll seasons,1,#82 Top 23%,#366 Bottom 1%,,
Hoka,Clifton 10,89 Great!,$150,Daily running,Neutral,9.7 oz / 275g 9.8 oz / 277g,0,12.4 mm 8.0 mm,Heel,True to size,Soft,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,44.4 mm 42.0 mm,32.0 mm 34.0 mm,Narrow Normal Wide X-Wide,1,All seasons,1,#92 Top 26%,#4 Top 2%,,
Hoka,Clifton 10,"89
 Great!",$150,Daily running,Neutral,9.7 oz / 275g 9.8 oz / 277g,0,12.4 mm 8.0 mm,Heel,True to size,Soft,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,44.4 mm 42.0 mm,32.0 mm 34.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#92 Top 26%,#4 Top 2%,,
Hoka,Clifton 10,"88
 Great!",$150,Daily running,Neutral,9.7 oz / 275g 9.8 oz / 277g,0,12.4 mm 8.0 mm,Heel,True to size,Soft,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,44.4 mm 42.0 mm,32.0 mm 34.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#119 Top 33%,#4 Top 2%,,
Hoka,Clifton 10,"88
 Great!",$150,Daily running,Neutral,9.7 oz / 275g 9.8 oz / 277g,0,12.4 mm 8.0 mm,Heel,True to size,Soft,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Stiff,Moderate,0,1,44.4 mm 42.0 mm,32.0 mm 34.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#118 Top 33%,#4 Top 2%,,
Hoka,Clifton 8,"89
 Great!",$130,Daily running,Neutral,9 oz / 256g 8.8 oz / 250g,0,8.6 mm 5.0 mm,HeelMid/forefoot,True to size,-,-,-,-,Warm,Narrow,-,Stiff,Stiff,Stiff,0,1,33.7 mm 29.0 mm,25.1 mm 24.0 mm,NormalWide,1,All seasons,1,#175 Top 28%,#111 Top 18%,,
Hoka,Clifton 9,"86
 Good!",$145,Daily running,Neutral,8.8 oz / 249g 8.8 oz / 249g,1,6.1 mm 5.0 mm,Mid/forefoot,True to size,Balanced,-,-,-,Moderate,Narrow,Narrow,Stiff,Stiff,Stiff,0,1,32.7 mm 32.0 mm,26.6 mm 27.0 mm,NormalWide,1,All seasons,1,#368 Bottom 42%,#3 Top 1%,,
Hoka,Clifton 9 GTX,"87
 Great!",$160,Daily running,Neutral,9.6 oz / 271g 9.6 oz / 272g,0,8.6 mm 5.0 mm,HeelMid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Narrow,Narrow,Stiff,Stiff,Stiff,0,1,37.2 mm 40.0 mm,28.6 mm 35.0 mm,Normal,1,All seasons,1,#151 Top 42%,#69 Top 19%,,
On,Cloud X,"89
 Great!",$140,Daily runningTempo,Neutral,8.5 oz / 240g 8.1 oz / 229g,1,10.1 mm 6.0 mm,Heel,True to size,Firm,Decent,Bad,Good,Moderate,Medium,Wide,Moderate,Flexible,Flexible,0,0,27.9 mm 28.0 mm,17.8 mm 22.0 mm,Normal,1,All seasons,1,#79 Top 22%,#101 Top 28%,,
On,Cloudboom Echo 3,"90
 Superb!",$290,Competition,Neutral,7.9 oz / 225g 7.5 oz / 212g,1,10.2 mm 9.0 mm,Heel,True to size,Balanced,Decent,Decent,Decent,Breathable,Narrow,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,38.6 mm 37.0 mm,28.4 mm 28.0 mm,Normal,1,SummerAll seasons,1,#66 Top 19%,#223 Bottom 39%,,
